"",,,,,,,,,,,,,
"","DISTRICT COURT OF MARYLAND - LANDLORD/ TENANT CASE ACTIVITY REPORTApril 2022",,,,,,,,,,,,
"",District,County,Failure to Pay Rent Cases,"Tenant HoldingOver",Breach of Lease,Levy in Distress,"WrongfulDetainer","Grantor inPossession","Warrant ofRestitution*",Evictions*,Rent Escrow,,
"",,,Filed,"DefendantAppeared",Dismissed,,,,,,,,
"",,,,,,,,,,,,,
"",1-0,Baltimore City,"2,791",130,"3,467",198,72,0,76,0,786,172,33
"",,,,,,,,,,,,,
"",2-1,Dorchester,75,6,23,6,6,0,2,1,38,2,0
"",2-2,Somerset,58,6,25,0,1,0,0,0,25,5,0
"",2-3,Wicomico,394,23,70,5,2,0,3,0,60,14,3
"",2-4,Snow Hill,7,0,2,0,0,0,0,0,3,3,0
"",2-5,Ocean City,12,5,3,2,0,0,0,0,5,3,0
"",,,,,,,,,,,,,
"",,Total District 2,546,40,123,13,9,0,5,1,131,27,3
"",,,,,,,,,,,,,
"",3-2,Cecil,164,33,62,10,1,0,0,0,50,23,1
"",3-3,Kent,6,7,4,1,1,0,1,0,0,0,0
"",3-4,Queen Anne's,17,0,6,2,0,0,0,0,2,1,0
"",3-5,Talbot,7,2,5,1,0,0,2,0,2,2,0
"",3-6,Caroline,18,5,6,3,0,0,1,0,5,3,0
"",,,,,,,,,,,,,
"",,Total District 3,212,47,83,17,2,0,4,0,59,29,1
"",,,,,,,,,,,,,
"",4-1,Calvert,34,6,14,6,2,0,3,0,10,0,0
"",4-2,Charles,161,76,138,12,4,0,7,0,107,5,1
"",4-3,St. Mary's,150,17,42,5,2,0,2,0,39,6,1
"",,,,,,,,,,,,,
"",,Total District 4,345,99,194,23,8,0,12,0,156,11,2
"",,,,,,,,,,,,,
"",5-0,Prince George's,"5,503",406,"4,502",167,27,0,49,0,411,69,5
"",,,,,,,,,,,,,
"",6-0,Montgomery,"2,428",116,"1,277",98,34,0,4,0,105,10,9
"",,,,,,,,,,,,,
"",7-0,Anne Arundel,"1,215",31,193,15,8,0,14,0,646,4,7
"",,,,,,,,,,,,,
"",8-0,Baltimore County,"8,548",576,"7,828",63,40,0,3,0,"3,331",236,15
"",,,,,,,,,,,,,
"",9-0,Harford,591,33,489,16,2,0,11,0,269,52,5
"",,,,,,,,,,,,,
"",10-1,Howard,770,30,685,12,2,0,0,0,180,6,4
"",10-2,Carroll,80,22,40,1,2,0,11,0,34,11,1
"",,,,,,,,,,,,,
"",,Total District 10,850,52,725,13,4,0,11,0,214,17,5
"",,,,,,,,,,,,,
"",11-1,Frederick,444,33,256,11,4,0,0,0,126,1,3
"",11-2,Washington,394,69,162,22,13,0,8,0,167,69,1
"",,,,,,,,,,,,,
"",,Total District 11,838,102,418,33,17,0,8,0,293,70,4
"",,,,,,,,,,,,,
"",12-1,Allegany,39,5,8,5,3,0,2,0,16,9,0
"",12-2,Garrett,7,0,2,2,0,0,0,0,7,6,0
"",,,,,,,,,,,,,
"",,Total District 12,46,5,10,7,3,0,2,0,23,15,0
"",,,,,,,,,,,,,
"","DISTRICT COURT OF MARYLAND - LANDLORD/ TENANT CASE ACTIVITY REPORTMay 2022",,,,,,,,,,,,
"",District,County,Failure to Pay Rent Cases,"Tenant HoldingOver",Breach of Lease,Levy in Distress,"WrongfulDetainer","Grantor inPossession","Warrant ofRestitution*",Evictions*,Rent Escrow,,
"",,,Filed,"DefendantAppeared",Dismissed,,,,,,,,
"",,,,,,,,,,,,,
"",1-0,Baltimore City,"6,817",179,"6,708",220,81,0,73,0,"1,391",243,34
"",,,,,,,,,,,,,
"",2-1,Dorchester,55,7,34,1,1,0,1,0,24,17,0
"",2-2,Somerset,52,19,29,0,0,0,0,0,15,5,0
"",2-3,Wicomico,397,38,227,8,8,0,10,0,59,25,3
"",2-4,Snow Hill,11,2,4,3,0,0,0,0,5,3,0
"",2-5,Ocean City,7,5,3,2,1,0,0,0,10,3,1
"",,,,,,,,,,,,,
"",,Total District 2,522,71,297,14,10,0,11,0,113,53,4
"",,,,,,,,,,,,,
"",3-2,Cecil,131,20,88,4,8,0,0,0,54,22,1
"",3-3,Kent,4,2,0,0,0,0,2,0,2,1,0
"",3-4,Queen Anne's,6,4,7,2,1,1,4,0,2,1,0
"",3-5,Talbot,13,1,4,4,0,0,0,0,1,1,0
"",3-6,Caroline,26,13,11,0,0,0,0,0,5,1,0
"",,,,,,,,,,,,,
"",,Total District 3,180,40,110,10,9,1,6,0,64,26,1
"",,,,,,,,,,,,,
"",4-1,Calvert,63,7,4,6,1,0,0,0,18,2,0
"",4-2,Charles,277,37,127,9,2,0,68,0,68,31,2
"",4-3,St. Mary's,150,29,61,16,3,0,0,0,42,17,0
"",,,,,,,,,,,,,
"",,Total District 4,490,73,192,31,6,0,68,0,128,50,2
"",,,,,,,,,,,,,
"",5-0,Prince George's,"5,796",328,"4,588",124,26,0,41,0,270,79,7
"",,,,,,,,,,,,,
"",6-0,Montgomery,"1,528",78,"1,576",77,24,0,0,0,156,22,8
"",,,,,,,,,,,,,
"",7-0,Anne Arundel,"1,613",38,158,19,10,0,2,0,600,60,1
"",,,,,,,,,,,,,
"",8-0,Baltimore County,"9,066",435,"3,986",54,40,0,1,0,"4,557",347,19
"",,,,,,,,,,,,,
"",9-0,Harford,730,34,244,14,7,0,8,0,280,32,3
"",,,,,,,,,,,,,
"",10-1,Howard,579,42,435,14,7,0,1,0,31,18,2
"",10-2,Carroll,54,15,38,6,2,0,5,0,14,1,1
"",,,,,,,,,,,,,
"",,Total District 10,633,57,473,20,9,0,6,0,45,19,3
"",,,,,,,,,,,,,
"",11-1,Frederick,353,40,105,9,8,0,0,0,99,9,2
"",11-2,Washington,501,80,166,9,6,0,6,0,170,59,4
"",,,,,,,,,,,,,
"",,Total District 11,854,120,271,18,14,0,6,0,269,68,6
"",,,,,,,,,,,,,
"",12-1,Allegany,36,10,16,5,3,0,2,0,2,10,0
"",12-2,Garrett,2,1,1,1,2,0,0,0,1,2,0
"",,,,,,,,,,,,,
"",,Total District 12,38,11,17,6,5,0,2,0,3,12,0
"",,,,,,,,,,,,,
"","DISTRICT COURT OF MARYLAND - LANDLORD/ TENANT CASE ACTIVITY REPORTJune 2022",,,,,,,,,,,,
"",District,County,Failure to Pay Rent Cases,"Tenant HoldingOver",Breach of Lease,Levy in Distress,"WrongfulDetainer","Grantor inPossession","Warrant ofRestitution*",Evictions*,Rent Escrow,,
"",,,Filed,"DefendantAppeared",Dismissed,,,,,,,,
"",,,,,,,,,,,,,
"",1-0,Baltimore City,"5,003",308,"6,890",189,64,0,93,0,"1,696",275,52
"",,,,,,,,,,,,,
"",2-1,Dorchester,86,10,16,9,1,0,2,0,22,9,0
"",2-2,Somerset,122,18,37,2,1,0,0,0,9,3,0
"",2-3,Wicomico,320,42,219,5,8,0,5,0,66,9,3
"",2-4,Snow Hill,15,0,6,0,0,0,0,0,5,3,1
"",2-5,Ocean City,5,0,1,3,0,0,1,0,2,2,0
"",,,,,,,,,,,,,
"",,Total District 2,548,70,279,19,10,0,8,0,104,26,4
"",,,,,,,,,,,,,
"",3-2,Cecil,175,20,57,5,1,0,0,0,74,15,1
"",3-3,Kent,3,3,1,3,2,0,0,0,3,1,0
"",3-4,Queen Anne's,15,2,4,1,0,0,0,0,4,1,0
"",3-5,Talbot,29,4,15,2,2,0,1,0,5,4,0
"",3-6,Caroline,26,10,4,4,1,0,1,0,12,6,0
"",,,,,,,,,,,,,
"",,Total District 3,248,39,81,15,6,0,2,0,98,27,1
"",,,,,,,,,,,,,
"",4-1,Calvert,34,10,13,4,0,0,7,0,29,5,0
"",4-2,Charles,135,29,54,8,8,0,5,0,91,22,2
"",4-3,St. Mary's,182,28,71,12,1,0,44,0,44,10,0
"",,,,,,,,,,,,,
"",,Total District 4,351,67,138,24,9,0,56,0,164,37,2
"",,,,,,,,,,,,,
"",5-0,Prince George's,"6,504",493,"1,903",212,38,0,46,0,469,96,11
"",,,,,,,,,,,,,
"",6-0,Montgomery,111,161,"1,802",41,0,0,0,0,206,50,14
"",,,,,,,,,,,,,
"",7-0,Anne Arundel,"1,645",56,256,34,10,0,3,0,513,127,5
"",,,,,,,,,,,,,
"",8-0,Baltimore County,"9,433",263,"3,810",64,31,0,1,0,"3,322",386,23
"",,,,,,,,,,,,,
"",9-0,Harford,758,45,335,11,6,0,8,0,347,36,4
"",,,,,,,,,,,,,
"",10-1,Howard,"1,108",75,566,12,9,0,0,0,285,19,0
"",10-2,Carroll,106,25,25,5,1,0,7,0,20,10,5
"",,,,,,,,,,,,,
"",,Total District 10,"1,214",100,591,17,10,0,7,0,305,29,5
"",,,,,,,,,,,,,
"",11-1,Frederick,372,16,129,9,2,0,2,0,152,12,1
"",11-2,Washington,580,95,164,22,11,0,8,0,237,59,2
"",,,,,,,,,,,,,
"",,Total District 11,952,111,293,31,13,0,10,0,389,71,3
"",,,,,,,,,,,,,
"",12-1,Allegany,77,23,164,3,1,0,4,0,31,15,0
"",12-2,Garrett,3,2,0,3,1,0,1,0,2,1,0
"",,,,,,,,,,,,,
"",,Total District 12,80,25,164,6,2,0,5,0,33,16,0
"",,,,,,,,,,,,,
"","DISTRICT COURT OF MARYLAND - LANDLORD/ TENANT CASE ACTIVITY REPORTJuly 2022",,,,,,,,,,,,
"",District,County,Failure to Pay Rent Cases,"Tenant HoldingOver",Breach of Lease,Levy in Distress,"WrongfulDetainer","Grantor inPossession","Warrant ofRestitution*",Evictions*,Rent Escrow,,
"",,,Filed,"DefendantAppeared",Dismissed,,,,,,,,
"",,,,,,,,,,,,,
"",1-0,Baltimore City,"7,946",449,"5,672",206,57,0,99,0,"2,943",282,53
"",,,,,,,,,,,,,
"",2-1,Dorchester,54,15,7,3,2,0,0,0,30,9,0
"",2-2,Somerset,75,6,13,1,0,0,2,0,18,3,1
"",2-3,Wicomico,283,32,160,7,0,0,5,0,72,22,3
"",2-4,Snow Hill,24,1,13,4,1,0,5,0,2,0,0
"",2-5,Ocean City,2,0,0,0,0,0,0,0,0,0,0
"",,,,,,,,,,,,,
"",,Total District 2,438,54,193,15,3,0,12,0,122,34,4
"",,,,,,,,,,,,,
"",3-2,Cecil,196,15,76,8,4,0,0,0,42,21,7
"",3-3,Kent,6,5,2,2,0,0,0,0,1,1,1
"",3-4,Queen Anne's,20,0,1,4,2,0,0,0,5,0,0
"",3-5,Talbot,10,0,1,0,0,0,2,0,6,0,0
"",3-6,Caroline,14,6,7,4,1,0,1,0,8,4,0
"",,,,,,,,,,,,,
"",,Total District 3,246,26,87,18,7,0,3,0,62,26,8
"",,,,,,,,,,,,,
"",4-1,Calvert,37,11,16,1,2,0,5,0,14,3,2
"",4-2,Charles,382,48,64,7,3,0,10,0,89,17,1
"",4-3,St. Mary's,194,37,72,5,3,0,1,0,59,7,1
"",,,,,,,,,,,,,
"",,Total District 4,613,96,152,13,8,0,16,0,162,27,4
"",,,,,,,,,,,,,
"",5-0,Prince George's,"13,533",697,"3,769",203,25,0,47,0,560,185,6
"",,,,,,,,,,,,,
"",6-0,Montgomery,"2,820",291,"2,132",83,13,0,0,6,322,20,8
"",,,,,,,,,,,,,
"",7-0,Anne Arundel,"1,686",742,188,21,4,0,8,0,751,41,4
"",,,,,,,,,,,,,
"",8-0,Baltimore County,"6,905",329,"3,588",68,47,1,0,0,"3,609",385,35
"",,,,,,,,,,,,,
"",9-0,Harford,791,55,345,7,12,0,13,0,205,27,5
"",,,,,,,,,,,,,
"",10-1,Howard,919,82,674,13,10,0,1,0,306,22,2
"",10-2,Carroll,94,27,31,1,4,0,11,0,33,7,0
"",,,,,,,,,,,,,
"",,Total District 10,"1,013",109,705,14,14,0,12,0,339,29,2
"",,,,,,,,,,,,,
"",11-1,Frederick,433,37,233,9,9,0,2,0,124,4,1
"",11-2,Washington,429,79,183,10,4,0,6,0,209,66,0
"",,,,,,,,,,,,,
"",,Total District 11,862,116,416,19,13,0,8,0,333,70,1
"",,,,,,,,,,,,,
"",12-1,Allegany,91,42,16,3,3,0,4,0,36,17,1
"",12-2,Garrett,18,7,5,1,1,0,1,0,2,3,0
"",,,,,,,,,,,,,
"",,Total District 12,109,49,21,4,4,0,5,0,38,20,1
"",,,,,,,,,,,,,
"","DISTRICT COURT OF MARYLAND - LANDLORD/ TENANT CASE ACTIVITY REPORTAugust 2022",,,,,,,,,,,,
"",District,County,Failure to Pay Rent Cases,"Tenant HoldingOver",Breach of Lease,Levy in Distress,"WrongfulDetainer","Grantor inPossession","Warrant ofRestitution*",Evictions*,Rent Escrow,,
"",,,Filed,"DefendantAppeared",Dismissed,,,,,,,,
"",,,,,,,,,,,,,
"",1-0,Baltimore City,"4,985",856,"5,219",223,57,0,91,0,"3,582",487,80
"",,,,,,,,,,,,,
"",2-1,Dorchester,43,7,11,5,0,0,4,0,17,5,1
"",2-2,Somerset,63,12,20,3,1,0,0,0,24,6,0
"",2-3,Wicomico,500,49,215,7,2,0,4,0,70,12,1
"",2-4,Snow Hill,23,3,8,4,1,0,3,0,5,1,0
"",2-5,Ocean City,3,1,0,1,0,0,2,0,2,0,0
"",,,,,,,,,,,,,
"",,Total District 2,632,72,254,20,4,0,13,0,118,24,2
"",,,,,,,,,,,,,
"",3-2,Cecil,228,39,109,9,1,0,0,0,51,18,0
"",3-3,Kent,8,0,0,0,0,0,1,0,1,1,0
"",3-4,Queen Anne's,1,1,4,2,1,0,1,0,7,5,0
"",3-5,Talbot,26,0,1,2,0,0,3,0,1,1,0
"",3-6,Caroline,21,5,3,1,0,0,2,0,6,3,0
"",,,,,,,,,,,,,
"",,Total District 3,284,45,117,14,2,0,7,0,66,28,0
"",,,,,,,,,,,,,
"",4-1,Calvert,63,8,24,3,0,0,3,0,20,4,0
"",4-2,Charles,376,54,166,10,1,0,9,0,63,31,2
"",4-3,St. Mary's,248,40,93,4,3,0,2,0,56,12,0
"",,,,,,,,,,,,,
"",,Total District 4,687,102,283,17,4,0,14,0,139,47,2
"",,,,,,,,,,,,,
"",5-0,Prince George's,"10,448",787,"2,952",295,47,0,39,0,"1,486",259,15
"",,,,,,,,,,,,,
"",6-0,Montgomery,"2,855",254,"4,120",119,43,0,0,0,253,50,5
"",,,,,,,,,,,,,
"",7-0,Anne Arundel,"1,769",68,281,30,9,0,17,0,774,64,7
"",,,,,,,,,,,,,
"",8-0,Baltimore County,"5,450",361,"3,631",78,37,0,0,0,"2,932",430,36
"",,,,,,,,,,,,,
"",9-0,Harford,685,43,266,14,9,0,7,0,204,18,6
"",,,,,,,,,,,,,
"",10-1,Howard,931,82,557,22,3,0,0,0,235,4,2
"",10-2,Carroll,66,22,50,4,1,0,12,0,33,4,0
"",,,,,,,,,,,,,
"",,Total District 10,997,104,607,26,4,0,12,0,268,8,2
"",,,,,,,,,,,,,
"",11-1,Frederick,428,25,95,15,4,0,0,0,131,18,1
"",11-2,Washington,547,59,139,23,6,0,7,0,205,59,2
"",,,,,,,,,,,,,
"",,Total District 11,975,84,234,38,10,0,7,0,336,77,3
"",,,,,,,,,,,,,
"",12-1,Allegany,99,21,12,10,2,0,2,0,29,20,0
"",12-2,Garrett,12,5,6,1,2,0,0,0,3,2,0
"",,,,,,,,,,,,,
"",,Total District 12,111,26,18,11,4,0,2,0,32,22,0
"",,,,,,,,,,,,,
"","DISTRICT COURT OF MARYLAND - LANDLORD/ TENANT CASE ACTIVITY REPORTSeptember 2022",,,,,,,,,,,,
"",District,County,Failure to Pay Rent Cases,"Tenant HoldingOver",Breach of Lease,Levy in Distress,"WrongfulDetainer","Grantor inPossession","Warrant ofRestitution*",Evictions*,Rent Escrow,,
"",,,Filed,"DefendantAppeared",Dismissed,,,,,,,,
"",,,,,,,,,,,,,
"",1-0,Baltimore City,"5,510",581,"2,325",214,59,0,127,0,"4,240",487,73
"",,,,,,,,,,,,,
"",2-1,Dorchester,58,8,12,8,1,0,0,1,17,7,0
"",2-2,Somerset,183,18,31,0,0,0,1,0,56,2,0
"",2-3,Wicomico,406,40,230,5,2,0,1,0,76,13,2
"",2-4,Snow Hill,40,5,30,5,0,0,2,0,3,1,0
"",2-5,Ocean City,2,0,3,1,0,0,0,0,0,0,0
"",,,,,,,,,,,,,
"",,Total District 2,689,71,306,19,3,0,4,1,152,23,2
"",,,,,,,,,,,,,
"",3-2,Cecil,230,23,64,7,0,0,0,0,61,27,2
"",3-3,Kent,8,5,3,1,1,0,0,0,2,0,0
"",3-4,Queen Anne's,18,0,1,1,4,0,2,0,3,4,0
"",3-5,Talbot,17,4,6,2,0,0,3,0,6,2,0
"",3-6,Caroline,31,8,5,2,1,0,0,0,6,3,0
"",,,,,,,,,,,,,
"",,Total District 3,304,40,79,13,6,0,5,0,78,36,2
"",,,,,,,,,,,,,
"",4-1,Calvert,35,28,18,1,3,0,5,0,21,20,0
"",4-2,Charles,177,71,85,7,4,0,6,0,225,17,2
"",4-3,St. Mary's,167,50,69,9,3,0,5,0,67,4,0
"",,,,,,,,,,,,,
"",,Total District 4,379,149,172,17,10,0,16,0,313,41,2
"",,,,,,,,,,,,,
"",5-0,Prince George's,"11,215",374,"1,344",273,33,0,33,0,"1,625",271,12
"",,,,,,,,,,,,,
"",6-0,Montgomery,"2,793",244,"3,332",116,26,0,0,0,606,48,4
"",,,,,,,,,,,,,
"",7-0,Anne Arundel,"1,882",32,244,14,10,0,19,0,659,45,6
"",,,,,,,,,,,,,
"",8-0,Baltimore County,"7,759",337,"3,604",69,38,0,0,0,"3,856",318,28
"",,,,,,,,,,,,,
"",9-0,Harford,"1,117",46,423,9,3,0,4,0,216,31,9
"",,,,,,,,,,,,,
"",10-1,Howard,"1,063",100,691,13,3,0,0,0,341,67,3
"",10-2,Carroll,89,22,30,2,1,0,5,0,22,9,2
"",,,,,,,,,,,,,
"",,Total District 10,"1,152",122,721,15,4,0,5,0,363,76,5
"",,,,,,,,,,,,,
"",11-1,Frederick,457,61,238,12,1,0,2,0,145,8,1
"",11-2,Washington,612,102,242,11,14,0,5,0,225,44,2
"",,,,,,,,,,,,,
"",,Total District 11,"1,069",163,480,23,15,0,7,0,370,52,3
"",,,,,,,,,,,,,
"",12-1,Allegany,61,14,6,3,2,0,3,0,21,16,1
"",12-2,Garrett,12,2,6,1,3,0,1,0,3,3,0
"",,,,,,,,,,,,,
"",,Total District 12,73,16,12,4,5,0,4,0,24,19,1
"",,,,,,,,,,,,,
